countriesAndTerritories,As of Population,continentExp,,,,,,,,,,,,,,,,,,,
Afghanistan,3.54873E-06,Asia,,,,Row Labels,Average of As of Population,,,,,,,,,,,,,,
Afghanistan,5.25738E-06,Asia,,,,Afghanistan,3.75479E-06,,countriesAndTerritories,As of Population,Ranking,,Row Labels,Average of As of Population,,,,,,,
Brazil,0.000246018,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000161716,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000178224,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000226951,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000147359,America,,,,,,,,,,,,,,,,,,,
Brazil,7.67924E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.8202E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00015457,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000181934,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000170188,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000161531,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000167231,America,,,,,,,,,,,,,,,,,,,
Brazil,6.33548E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.69701E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000181507,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00013774,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000157342,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000229003,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000118512,America,,,,,,,,,,,,,,,,,,,
Brazil,5.17272E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.00072E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,9.38832E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000101531,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000105634,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000113604,America,,,,,,,,,,,,,,,,,,,
Brazil,5.61148E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.02796E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.78561E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.97751E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000105577,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000123696,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000135651,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000141137,America,,,,,,,,,,,,,,,,,,,
Brazil,7.45133E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.39329E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000127833,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00014227,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000117783,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000117593,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000110055,America,,,,,,,,,,,,,,,,,,,
Brazil,7.28881E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.20352E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000114011,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000146477,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000135148,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000129046,America,,,,,,,,,,,,,,,,,,,
Brazil,4.84247E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.99243E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.84934E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000126743,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000130036,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000131486,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000149505,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00019856,America,,,,,,,,,,,,,,,,,,,
Brazil,5.66028E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.00664E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000124663,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000158404,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00017132,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000158318,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000151898,America,,,,,,,,,,,,,,,,,,,
Brazil,6.23313E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.78419E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000134461,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000151201,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000155494,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000157693,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000158901,America,,,,,,,,,,,,,,,,,,,
Brazil,6.3677E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.76548E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000156631,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000188567,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000172012,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000174461,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00017367,America,,,,,,,,,,,,,,,,,,,
Brazil,7.18078E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.99741E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000158839,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000207146,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000192168,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000169704,America,,,,,,,,,,,,,,,,,,,
Brazil,6.76571E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.86758E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.88038E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000142943,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000242569,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000207406,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000222384,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000202128,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000217774,America,,,,,,,,,,,,,,,,,,,
Brazil,7.65602E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000195926,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000205696,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000209595,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000223459,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000223331,America,,,,,,,,,,,,,,,,,,,
Brazil,8.09194E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000110974,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000237063,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000143829,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000214751,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000233585,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000226411,America,,,,,,,,,,,,,,,,,,,
Brazil,9.17936E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000109458,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000196996,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000239963,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000284725,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000261337,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000247146,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000104468,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000109027,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000236769,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000238001,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000251785,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000270799,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000244507,America,,,,,,,,,,,,,,,,,,,
Brazil,7.88488E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000122246,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000215077,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000248202,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000274045,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000327288,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000193395,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000110325,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000116456,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000242346,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000264824,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000284109,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000321536,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000194305,America,,,,,,,,,,,,,,,,,,,
Brazil,9.59822E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000111486,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000135191,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000161938,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00021513,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000189169,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000198328,America,,,,,,,,,,,,,,,,,,,
Brazil,9.61196E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000117655,America,,,,,,,,,,,,,,,,,,,
Brazil,0.0001849,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000213448,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000201938,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000211187,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000214665,America,,,,,,,,,,,,,,,,,,,
Brazil,9.58495E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000123435,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000179688,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000200062,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000227932,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000221332,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00016037,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000113964,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000144402,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000183336,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000222033,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000187079,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000202441,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000186857,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00010155,America,,,,,,,,,,,,,,,,,,,
Brazil,8.27247E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000164255,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000259517,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000107866,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000152514,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000165449,America,,,,,,,,,,,,,,,,,,,
Brazil,9.78301E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.1071E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000102838,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000123109,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000144099,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000155949,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000152054,America,,,,,,,,,,,,,,,,,,,
Brazil,7.41722E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.96519E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000128287,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000146079,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000146487,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00013567,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000137105,America,,,,,,,,,,,,,,,,,,,
Brazil,5.49539E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.77495E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00015766,America,,,,,,,,,,,,,,,,,,,
Brazil,0.000127591,America,,,,,,,,,,,,,,,,,,,
Brazil,0.00012517,America,,,,,,,,,,,,,,,,,,,
Brazil,9.76027E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.73468E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.53756E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.49255E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.82186E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,9.85693E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.76951E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,9.45323E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.2483E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.22603E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.7612E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.06896E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.25185E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,6.60698E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.39447E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.38665E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.66857E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.20304E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,5.02773E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.84341E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.68516E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,4.97656E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.28596E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.14286E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.1739E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.3549E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.94196E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,3.42005E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.97371E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.55153E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.18574E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.60105E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,2.61266E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.6598E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.76973E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.2689E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.18361E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,9.13056E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,9.73705E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.38214E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,1.54324E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,9.97396E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.44895E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,8.68043E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.9749E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,6.83252E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.15993E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,8.43878E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,9.14477E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.04715E-05,America,,,,,,,,,,,,,,,,,,,
Brazil,7.87019E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,4.3876E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,4.03697E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.79011E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.43001E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.08885E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.30207E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,5.3921E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.53045E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.66786E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,2.30752E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,2.37859E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,2.28382E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.09927E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.46885E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.63469E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.98058E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.06136E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,1.34092E-06,America,,,,,,,,,,,,,,,,,,,
Brazil,9.14477E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,6.49137E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,2.70079E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,1.611E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,3.7432E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,1.08979E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,9.95027E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,1.18456E-07,America,,,,,,,,,,,,,,,,,,,
Brazil,8.5288E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,4.2644E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,5.68587E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,2.36911E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,2.36911E-08,America,,,,,,,,,,,,,,,,,,,
Brazil,4.73822E-09,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,4.73822E-09,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,4.73822E-09,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
Brazil,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,3.32967E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,3.32967E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,6.65934E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,9.98901E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,6.65934E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,3.32967E-05,America,,,,,,,,,,,,,,,,,,,
British_Virgin_Islands,0,America,,,,,,,,,,,,,,,,,,,
